시도,시군구,사고유형대분류,사고유형중분류,사고유형,사고건수,사망자수,중상자수,경상자수,부상신고자수
경남,통영시,차대차,추돌,추돌,124,0,42,225,8
경남,통영시,차대차,기타,기타,103,0,31,116,15
경남,통영시,차량단독,전도,전도,6,0,7,0,2
경남,통영시,차량단독,전복,전복,1,0,1,0,0
경남,통영시,차량단독,공작물충돌,공작물충돌,10,1,4,6,3
경남,통영시,차량단독,도로이탈,도로이탈 추락,3,0,2,2,0
경남,통영시,차량단독,기타,기타,11,0,3,4,4
경남,김해시,차대사람,횡단중,횡단중,218,8,127,93,5
경남,김해시,차대사람,차도통행중,차도통행중,46,1,24,20,2
경남,김해시,차대사람,길가장자리구역통행중,길가장자리구역통행중,37,0,11,25,1
경남,김해시,차대사람,보도통행중,보도통행중,17,0,5,12,2
경남,김해시,차대사람,기타,기타,101,3,52,49,5
경남,김해시,차대차,정면충돌,정면충돌,53,0,35,64,1
경남,김해시,차대차,측면충돌,측면충돌,977,6,438,1014,48
경남,김해시,차대차,후진중충돌,후진중충돌,14,0,2,12,2
경남,김해시,차대차,추돌,추돌,353,5,168,513,21
경남,김해시,차대차,기타,기타,398,2,136,425,33
경남,김해시,차량단독,전도,전도,20,0,14,6,0
경남,김해시,차량단독,전복,전복,1,0,0,1,0
경남,김해시,차량단독,공작물충돌,공작물충돌,52,6,14,30,9
경남,김해시,차량단독,도로이탈,도로이탈 추락,8,1,4,3,0
경남,김해시,차량단독,도로이탈,도로이탈 기타,1,0,0,1,0
경남,김해시,차량단독,기타,기타,22,0,13,9,1
경남,밀양시,차대사람,횡단중,횡단중,62,6,33,21,3
경남,밀양시,차대사람,차도통행중,차도통행중,8,2,3,3,0
경남,밀양시,차대사람,길가장자리구역통행중,길가장자리구역통행중,14,2,5,5,3
경남,밀양시,차대사람,보도통행중,보도통행중,10,0,6,3,1
경남,밀양시,차대사람,기타,기타,30,1,18,7,6
경남,밀양시,차대차,정면충돌,정면충돌,8,1,12,6,0
경남,밀양시,차대차,측면충돌,측면충돌,286,6,132,275,16
경남,밀양시,차대차,후진중충돌,후진중충돌,3,0,1,1,1
경남,밀양시,차대차,추돌,추돌,75,2,33,90,4
경남,밀양시,차대차,기타,기타,13,2,2,13,0
경남,밀양시,차량단독,전도,전도,5,1,5,1,0
경남,밀양시,차량단독,공작물충돌,공작물충돌,9,0,4,4,1
경남,밀양시,차량단독,도로이탈,도로이탈 기타,1,0,1,0,0
경남,밀양시,차량단독,기타,기타,8,0,5,3,1
경남,거제시,차대사람,횡단중,횡단중,72,1,41,33,0
경남,거제시,차대사람,차도통행중,차도통행중,36,2,20,14,0
경남,거제시,차대사람,길가장자리구역통행중,길가장자리구역통행중,4,0,2,2,0
경남,거제시,차대사람,보도통행중,보도통행중,4,0,3,1,0
경남,거제시,차대사람,기타,기타,64,3,36,29,3
경남,거제시,차대차,정면충돌,정면충돌,44,2,31,41,1
경남,거제시,차대차,측면충돌,측면충돌,386,3,156,374,13
경남,거제시,차대차,후진중충돌,후진중충돌,13,0,1,18,1
경남,거제시,차대차,추돌,추돌,137,2,52,250,3
경남,거제시,차대차,기타,기타,200,3,112,186,12
경남,거제시,차량단독,전도,전도,7,0,13,3,0
경남,거제시,차량단독,전복,전복,2,0,2,0,0
경남,거제시,차량단독,공작물충돌,공작물충돌,18,1,9,11,1
경남,거제시,차량단독,도로이탈,도로이탈 추락,3,0,1,3,0
경남,거제시,차량단독,기타,기타,21,0,12,9,1
경남,의령군,차대사람,횡단중,횡단중,8,0,5,3,0
경남,의령군,차대사람,차도통행중,차도통행중,6,1,1,4,0
경남,의령군,차대사람,길가장자리구역통행중,길가장자리구역통행중,6,1,1,3,1
경남,의령군,차대사람,보도통행중,보도통행중,2,0,1,1,0
경남,의령군,차대사람,기타,기타,4,0,2,2,0
경남,의령군,차대차,정면충돌,정면충돌,9,0,4,11,2
경남,의령군,차대차,측면충돌,측면충돌,67,1,38,68,6
경남,의령군,차대차,후진중충돌,후진중충돌,2,0,0,2,0
경남,의령군,차대차,추돌,추돌,17,0,17,13,5
경남,의령군,차대차,기타,기타,7,0,5,3,0
경남,의령군,차량단독,전도,전도,2,0,2,0,0
경남,의령군,차량단독,공작물충돌,공작물충돌,8,1,3,7,0
경남,의령군,차량단독,도로이탈,도로이탈 추락,3,1,1,1,0
경남,의령군,차량단독,기타,기타,2,0,1,1,0
경남,함안군,차대사람,횡단중,횡단중,25,1,11,13,0
경남,함안군,차대사람,차도통행중,차도통행중,3,0,2,1,0
경남,함안군,차대사람,길가장자리구역통행중,길가장자리구역통행중,2,0,1,1,0
경남,함안군,차대사람,기타,기타,25,1,13,10,2
경남,함안군,차대차,정면충돌,정면충돌,7,1,5,6,0
경남,함안군,차대차,측면충돌,측면충돌,117,0,50,126,8
경남,함안군,차대차,후진중충돌,후진중충돌,2,0,0,2,0
경남,함안군,차대차,추돌,추돌,85,4,36,131,8
경남,함안군,차대차,기타,기타,27,2,12,25,1
경남,함안군,차량단독,전도,전도,8,1,4,4,0
경남,함안군,차량단독,전복,전복,2,1,0,2,0
경남,함안군,차량단독,공작물충돌,공작물충돌,14,3,7,4,1
경남,함안군,차량단독,도로이탈,도로이탈 추락,3,1,3,0,0
경남,함안군,차량단독,도로이탈,도로이탈 기타,1,0,0,1,0
경남,함안군,차량단독,기타,기타,6,2,3,1,0
경남,창녕군,차대사람,횡단중,횡단중,14,0,10,4,0
경남,창녕군,차대사람,차도통행중,차도통행중,2,1,1,0,0
경남,창녕군,차대사람,기타,기타,32,1,18,15,0
경남,창녕군,차대차,정면충돌,정면충돌,18,0,22,11,3
경남,창녕군,차대차,측면충돌,측면충돌,102,3,67,94,10
경남,창녕군,차대차,후진중충돌,후진중충돌,3,0,2,1,1
경남,창녕군,차대차,추돌,추돌,41,1,29,41,1
경남,창녕군,차대차,기타,기타,96,0,59,79,2
경남,창녕군,차량단독,전도,전도,3,0,1,2,0
경남,창녕군,차량단독,전복,전복,1,0,1,0,0
경남,창녕군,차량단독,공작물충돌,공작물충돌,12,1,8,7,2
경남,창녕군,차량단독,도로이탈,도로이탈 추락,1,0,0,0,1
경남,창녕군,차량단독,기타,기타,8,0,1,5,2
경남,양산시,차대사람,횡단중,횡단중,102,6,67,30,4
경남,양산시,차대사람,차도통행중,차도통행중,13,0,7,6,1
경남,양산시,차대사람,길가장자리구역통행중,길가장자리구역통행중,7,0,2,3,2
경남,양산시,차대사람,보도통행중,보도통행중,5,0,1,4,0
경남,양산시,차대사람,기타,기타,101,6,50,42,10
경남,양산시,차대차,정면충돌,정면충돌,24,0,7,29,2
경남,양산시,차대차,측면충돌,측면충돌,551,2,223,552,76
경남,양산시,차대차,후진중충돌,후진중충돌,5,0,2,4,0
경남,양산시,차대차,추돌,추돌,186,3,65,247,24
경남,양산시,차대차,기타,기타,236,2,85,211,36
경남,양산시,차량단독,전도,전도,7,0,5,1,1
경남,양산시,차량단독,공작물충돌,공작물충돌,20,4,6,12,4
경남,양산시,차량단독,도로이탈,도로이탈 추락,4,1,0,3,0
경남,양산시,차량단독,도로이탈,도로이탈 기타,1,0,1,0,0
경남,양산시,차량단독,기타,기타,24,1,9,13,4
경남,고성군,차대사람,횡단중,횡단중,14,0,7,7,1
경남,고성군,차대사람,차도통행중,차도통행중,20,1,8,11,2
경남,고성군,차대사람,길가장자리구역통행중,길가장자리구역통행중,3,0,0,3,0
경남,고성군,차대사람,보도통행중,보도통행중,4,1,2,1,0
경남,고성군,차대사람,기타,기타,8,1,3,4,0
경남,고성군,차대차,정면충돌,정면충돌,10,2,7,11,1
경남,고성군,차대차,측면충돌,측면충돌,81,0,49,59,5
경남,고성군,차대차,후진중충돌,후진중충돌,2,0,1,2,0
경남,고성군,차대차,추돌,추돌,44,1,23,58,5
경남,고성군,차대차,기타,기타,65,1,28,66,2
경남,고성군,차량단독,전도,전도,2,1,0,1,0
경남,고성군,차량단독,공작물충돌,공작물충돌,5,1,6,3,0
경남,고성군,차량단독,도로이탈,도로이탈 추락,2,1,1,0,0
경남,고성군,차량단독,기타,기타,6,0,1,5,0
경남,사천시,차대사람,횡단중,횡단중,69,3,45,22,4
경남,사천시,차대사람,차도통행중,차도통행중,25,1,7,16,2
경남,사천시,차대사람,길가장자리구역통행중,길가장자리구역통행중,13,0,9,4,1
경남,사천시,차대사람,보도통행중,보도통행중,5,0,5,2,0
경남,사천시,차대사람,기타,기타,40,1,19,16,4
경남,사천시,차대차,정면충돌,정면충돌,13,1,18,9,1
경남,사천시,차대차,측면충돌,측면충돌,295,2,115,320,47
경남,사천시,차대차,후진중충돌,후진중충돌,14,0,5,12,3
경남,사천시,차대차,추돌,추돌,92,0,44,165,12
경남,사천시,차대차,기타,기타,62,1,21,49,15
경남,사천시,차량단독,전도,전도,3,0,1,2,0
경남,사천시,차량단독,공작물충돌,공작물충돌,17,1,10,9,2
경남,사천시,차량단독,도로이탈,도로이탈 추락,3,1,1,1,1
경남,사천시,차량단독,도로이탈,도로이탈 기타,2,0,1,1,0
경남,사천시,차량단독,기타,기타,15,0,10,6,4
경남,남해군,차대사람,횡단중,횡단중,15,2,8,3,2
경남,남해군,차대사람,차도통행중,차도통행중,14,0,13,0,1
경남,남해군,차대사람,길가장자리구역통행중,길가장자리구역통행중,6,0,3,3,0
경남,남해군,차대사람,보도통행중,보도통행중,2,0,3,0,0
경남,남해군,차대사람,기타,기타,6,0,4,4,0
경남,남해군,차대차,정면충돌,정면충돌,2,1,3,0,0
경남,남해군,차대차,측면충돌,측면충돌,83,1,56,60,23
경남,남해군,차대차,후진중충돌,후진중충돌,1,0,1,0,0
경남,남해군,차대차,추돌,추돌,20,0,17,19,1
경남,남해군,차대차,기타,기타,6,0,3,3,1
경남,남해군,차량단독,전도,전도,4,0,6,2,2
경남,남해군,차량단독,전복,전복,2,0,1,2,0
경남,남해군,차량단독,공작물충돌,공작물충돌,18,1,7,21,11
경남,남해군,차량단독,도로이탈,도로이탈 추락,11,3,5,3,4
경남,남해군,차량단독,도로이탈,도로이탈 기타,1,0,0,0,1
경남,남해군,차량단독,기타,기타,1,0,0,0,1
경남,하동군,차대사람,횡단중,횡단중,10,3,3,4,0
경남,하동군,차대사람,차도통행중,차도통행중,3,0,0,4,0
경남,하동군,차대사람,길가장자리구역통행중,길가장자리구역통행중,3,1,0,2,0
경남,하동군,차대사람,보도통행중,보도통행중,1,0,0,1,0
경남,하동군,차대사람,기타,기타,9,1,3,5,0
경남,하동군,차대차,정면충돌,정면충돌,7,1,3,9,1
경남,하동군,차대차,측면충돌,측면충돌,64,2,45,39,9
경남,하동군,차대차,후진중충돌,후진중충돌,3,0,1,2,0
경남,하동군,차대차,추돌,추돌,16,1,11,20,0
경남,하동군,차대차,기타,기타,7,1,5,6,2
경남,하동군,차량단독,전도,전도,7,0,5,3,2
경남,하동군,차량단독,공작물충돌,공작물충돌,8,0,10,3,0
경남,하동군,차량단독,도로이탈,도로이탈 추락,2,1,2,0,0
경남,하동군,차량단독,도로이탈,도로이탈 기타,1,0,3,0,0
경남,하동군,차량단독,기타,기타,2,0,0,1,1
경남,산청군,차대사람,횡단중,횡단중,11,0,10,1,0
경남,산청군,차대사람,차도통행중,차도통행중,8,0,7,1,0
경남,산청군,차대사람,길가장자리구역통행중,길가장자리구역통행중,1,0,1,0,0
경남,산청군,차대사람,보도통행중,보도통행중,2,0,0,2,0
경남,산청군,차대사람,기타,기타,5,1,3,2,0
경남,산청군,차대차,정면충돌,정면충돌,18,1,30,14,1
경남,산청군,차대차,측면충돌,측면충돌,63,0,33,57,14
경남,산청군,차대차,후진중충돌,후진중충돌,4,0,2,4,1
경남,산청군,차대차,추돌,추돌,26,0,8,39,7
경남,산청군,차대차,기타,기타,10,0,3,13,4
경남,산청군,차량단독,전도,전도,5,0,3,1,1
경남,산청군,차량단독,전복,전복,1,0,1,0,0
경남,산청군,차량단독,공작물충돌,공작물충돌,9,0,8,3,0
경남,산청군,차량단독,도로이탈,도로이탈 추락,7,0,11,8,1
경남,산청군,차량단독,도로이탈,도로이탈 기타,1,0,1,0,0
경남,산청군,차량단독,기타,기타,2,0,1,1,0
경남,함양군,차대사람,횡단중,횡단중,8,0,4,3,1
경남,함양군,차대사람,차도통행중,차도통행중,12,1,7,3,1
경남,함양군,차대사람,길가장자리구역통행중,길가장자리구역통행중,2,0,2,0,1
경남,함양군,차대사람,보도통행중,보도통행중,3,0,0,1,2
경남,함양군,차대사람,기타,기타,5,0,2,2,1
경남,함양군,차대차,정면충돌,정면충돌,6,0,7,4,0
경남,함양군,차대차,측면충돌,측면충돌,87,1,52,68,14
경남,함양군,차대차,후진중충돌,후진중충돌,2,0,0,2,0
경남,함양군,차대차,추돌,추돌,25,0,14,28,4
경남,함양군,차대차,기타,기타,9,2,6,17,2
경남,함양군,차량단독,전도,전도,14,1,4,7,3
경남,함양군,차량단독,전복,전복,1,0,1,1,0
경남,함양군,차량단독,공작물충돌,공작물충돌,10,0,6,2,7
경남,함양군,차량단독,도로이탈,도로이탈 추락,8,1,4,4,2
경남,함양군,차량단독,도로이탈,도로이탈 기타,3,1,2,1,0
경남,함양군,차량단독,기타,기타,6,0,3,1,4
경남,거창군,차대사람,횡단중,횡단중,22,1,17,6,0
경남,거창군,차대사람,차도통행중,차도통행중,9,0,4,5,0
경남,거창군,차대사람,보도통행중,보도통행중,2,0,0,2,0
경남,거창군,차대사람,기타,기타,5,0,2,3,0
경남,거창군,차대차,정면충돌,정면충돌,16,4,4,12,1
경남,거창군,차대차,측면충돌,측면충돌,125,4,55,111,13
경남,거창군,차대차,후진중충돌,후진중충돌,3,0,1,2,0
경남,거창군,차대차,추돌,추돌,28,2,14,23,1
경남,거창군,차대차,기타,기타,14,0,7,11,0
경남,거창군,차량단독,전도,전도,8,1,1,4,2
경남,거창군,차량단독,공작물충돌,공작물충돌,12,2,11,2,0
경남,거창군,차량단독,도로이탈,도로이탈 추락,4,1,2,1,1
경남,거창군,차량단독,기타,기타,2,0,1,1,0
경남,합천군,차대사람,횡단중,횡단중,10,0,9,1,0
경남,합천군,차대사람,차도통행중,차도통행중,3,0,2,0,1
경남,합천군,차대사람,길가장자리구역통행중,길가장자리구역통행중,11,1,6,4,0
경남,합천군,차대사람,보도통행중,보도통행중,3,0,1,2,0
경남,합천군,차대사람,기타,기타,3,0,1,2,0
경남,합천군,차대차,정면충돌,정면충돌,12,1,12,4,0
경남,합천군,차대차,측면충돌,측면충돌,76,1,54,54,1
경남,합천군,차대차,후진중충돌,후진중충돌,6,0,3,4,0
경남,합천군,차대차,추돌,추돌,20,2,12,21,0
경남,합천군,차대차,기타,기타,6,1,0,6,0
경남,합천군,차량단독,전도,전도,8,2,3,3,0
경남,합천군,차량단독,공작물충돌,공작물충돌,13,1,13,6,1
경남,합천군,차량단독,도로이탈,도로이탈 추락,8,0,1,6,1
경남,합천군,차량단독,도로이탈,도로이탈 기타,1,0,0,1,0
경남,합천군,차량단독,기타,기타,4,1,5,2,0
경남,창원시(통합),차대사람,횡단중,횡단중,324,17,185,127,8
경남,창원시(통합),차대사람,차도통행중,차도통행중,161,10,82,64,6
경남,창원시(통합),차대사람,길가장자리구역통행중,길가장자리구역통행중,38,0,9,27,3
경남,창원시(통합),차대사람,보도통행중,보도통행중,45,3,31,17,1
경남,창원시(통합),차대사람,기타,기타,270,5,123,147,12
경남,창원시(통합),차대차,정면충돌,정면충돌,135,1,70,150,16
경남,창원시(통합),차대차,측면충돌,측면충돌,1088,8,411,1149,38
경남,창원시(통합),차대차,후진중충돌,후진중충돌,35,0,1,39,1
경남,창원시(통합),차대차,추돌,추돌,494,5,174,710,43
경남,창원시(통합),차대차,기타,기타,496,4,168,501,37
경남,창원시(통합),차량단독,전도,전도,15,2,6,4,3
경남,창원시(통합),차량단독,전복,전복,2,1,2,0,0
경남,창원시(통합),차량단독,공작물충돌,공작물충돌,44,4,17,27,7
경남,창원시(통합),차량단독,주/정차차량 충돌,주/정차차량 충돌,3,1,0,2,0
경남,창원시(통합),차량단독,도로이탈,도로이탈 추락,2,1,1,1,0
경남,창원시(통합),차량단독,도로이탈,도로이탈 기타,3,0,1,2,0
경남,창원시(통합),차량단독,기타,기타,90,0,46,46,9
제주,제주시,차대사람,횡단중,횡단중,253,8,109,137,16
제주,제주시,차대사람,차도통행중,차도통행중,38,2,16,18,4
제주,제주시,차대사람,길가장자리구역통행중,길가장자리구역통행중,20,0,7,10,3
제주,제주시,차대사람,보도통행중,보도통행중,23,0,11,14,0
제주,제주시,차대사람,기타,기타,319,11,110,188,21
제주,제주시,차대차,정면충돌,정면충돌,116,3,57,138,26
제주,제주시,차대차,측면충돌,측면충돌,887,2,205,1055,220
제주,제주시,차대차,후진중충돌,후진중충돌,23,0,4,24,1
제주,제주시,차대차,추돌,추돌,457,3,82,693,84
제주,제주시,차대차,기타,기타,865,6,169,1010,164
제주,제주시,차량단독,전도,전도,21,0,5,16,9
제주,제주시,차량단독,전복,전복,3,0,3,0,1
제주,제주시,차량단독,공작물충돌,공작물충돌,49,2,18,31,15
제주,제주시,차량단독,도로이탈,도로이탈 추락,5,2,2,1,0
제주,제주시,차량단독,도로이탈,도로이탈 기타,5,0,0,2,3
제주,제주시,차량단독,기타,기타,55,1,17,33,14
제주,서귀포시,차대사람,횡단중,횡단중,75,4,46,28,2
제주,서귀포시,차대사람,차도통행중,차도통행중,10,1,2,7,1
제주,서귀포시,차대사람,길가장자리구역통행중,길가장자리구역통행중,4,0,1,3,0
제주,서귀포시,차대사람,기타,기타,118,8,50,57,12
제주,서귀포시,차대차,정면충돌,정면충돌,57,1,32,61,13
제주,서귀포시,차대차,측면충돌,측면충돌,314,5,128,380,67
제주,서귀포시,차대차,후진중충돌,후진중충돌,13,0,3,9,2
제주,서귀포시,차대차,추돌,추돌,132,1,49,196,18
제주,서귀포시,차대차,기타,기타,417,0,141,499,71
제주,서귀포시,차량단독,전도,전도,4,0,2,1,1
제주,서귀포시,차량단독,전복,전복,5,0,4,0,2
제주,서귀포시,차량단독,공작물충돌,공작물충돌,62,3,33,38,17
제주,서귀포시,차량단독,도로이탈,도로이탈 추락,2,0,0,1,1
제주,서귀포시,차량단독,도로이탈,도로이탈 기타,3,0,2,6,0
제주,서귀포시,차량단독,기타,기타,57,3,26,19,21
대구,중구,차대사람,횡단중,횡단중,63,4,29,30,5
대구,중구,차대사람,차도통행중,차도통행중,23,0,10,10,3
대구,중구,차대사람,길가장자리구역통행중,길가장자리구역통행중,36,0,6,24,6
대구,중구,차대사람,보도통행중,보도통행중,10,0,2,5,3
대구,중구,차대사람,기타,기타,86,2,25,51,14
대구,중구,차대차,정면충돌,정면충돌,3,0,0,3,2
대구,중구,차대차,측면충돌,측면충돌,395,4,93,427,131
대구,중구,차대차,후진중충돌,후진중충돌,11,0,1,10,1
대구,중구,차대차,추돌,추돌,104,0,24,168,37
대구,중구,차대차,기타,기타,118,0,25,119,38
대구,중구,차량단독,전도,전도,4,0,1,3,0
대구,중구,차량단독,공작물충돌,공작물충돌,5,0,4,2,3
대구,중구,차량단독,기타,기타,11,1,3,6,1
대구,동구,차대사람,횡단중,횡단중,139,1,66,70,5
대구,동구,차대사람,차도통행중,차도통행중,25,1,10,12,3
대구,동구,차대사람,길가장자리구역통행중,길가장자리구역통행중,22,0,8,10,4
대구,동구,차대사람,보도통행중,보도통행중,14,0,6,7,2
대구,동구,차대사람,기타,기타,141,2,49,80,16
대구,동구,차대차,정면충돌,정면충돌,47,2,28,48,2
대구,동구,차대차,측면충돌,측면충돌,808,3,186,1022,109
대구,동구,차대차,후진중충돌,후진중충돌,32,0,6,32,4
대구,동구,차대차,추돌,추돌,276,3,75,404,31
대구,동구,차대차,기타,기타,384,2,102,426,55
대구,동구,차량단독,전도,전도,5,0,3,2,0
대구,동구,차량단독,전복,전복,1,0,1,0,0
대구,동구,차량단독,공작물충돌,공작물충돌,26,4,9,35,10
대구,동구,차량단독,도로이탈,도로이탈 추락,1,1,0,0,0
대구,동구,차량단독,기타,기타,33,0,16,17,4
대구,서구,차대사람,횡단중,횡단중,68,2,30,37,5
대구,서구,차대사람,차도통행중,차도통행중,37,1,6,26,7
대구,서구,차대사람,길가장자리구역통행중,길가장자리구역통행중,28,0,11,10,7
대구,서구,차대사람,보도통행중,보도통행중,25,0,12,15,2
대구,서구,차대사람,기타,기타,89,2,35,49,8
대구,서구,차대차,정면충돌,정면충돌,24,0,12,17,6
대구,서구,차대차,측면충돌,측면충돌,718,2,219,824,106
대구,서구,차대차,후진중충돌,후진중충돌,19,0,0,20,2
대구,서구,차대차,추돌,추돌,169,0,55,230,21
대구,서구,차대차,기타,기타,105,0,26,95,19
대구,서구,차량단독,전도,전도,4,0,1,7,3
대구,서구,차량단독,공작물충돌,공작물충돌,7,1,3,1,5
대구,서구,차량단독,도로이탈,도로이탈 기타,1,0,0,0,1
대구,서구,차량단독,기타,기타,23,0,8,13,4
대구,남구,차대사람,횡단중,횡단중,76,2,39,38,2
대구,남구,차대사람,차도통행중,차도통행중,27,1,13,11,3
대구,남구,차대사람,길가장자리구역통행중,길가장자리구역통행중,12,0,2,10,0
대구,남구,차대사람,보도통행중,보도통행중,14,0,3,9,2
대구,남구,차대사람,기타,기타,67,0,24,41,10
대구,남구,차대차,정면충돌,정면충돌,19,0,6,36,1
대구,남구,차대차,측면충돌,측면충돌,407,0,117,481,44
대구,남구,차대차,후진중충돌,후진중충돌,13,0,0,13,3
대구,남구,차대차,추돌,추돌,136,0,33,193,18
대구,남구,차대차,기타,기타,111,0,21,108,17
대구,남구,차량단독,전도,전도,2,0,0,1,1
대구,남구,차량단독,전복,전복,1,0,0,1,0
대구,남구,차량단독,공작물충돌,공작물충돌,7,1,2,2,2
대구,남구,차량단독,기타,기타,10,0,2,5,4
대구,북구,차대사람,횡단중,횡단중,150,5,84,68,11
대구,북구,차대사람,차도통행중,차도통행중,21,1,11,9,1
대구,북구,차대사람,길가장자리구역통행중,길가장자리구역통행중,21,0,6,11,4
대구,북구,차대사람,보도통행중,보도통행중,29,0,11,19,2
대구,북구,차대사람,기타,기타,179,0,67,100,22
대구,북구,차대차,정면충돌,정면충돌,45,2,24,41,8
대구,북구,차대차,측면충돌,측면충돌,1033,5,315,1184,129
대구,북구,차대차,후진중충돌,후진중충돌,21,0,4,22,3
대구,북구,차대차,추돌,추돌,353,4,105,513,25
대구,북구,차대차,기타,기타,495,2,117,474,87
대구,북구,차량단독,전도,전도,13,2,4,6,1
대구,북구,차량단독,공작물충돌,공작물충돌,17,0,7,9,2
대구,북구,차량단독,도로이탈,도로이탈 추락,1,0,1,0,0
대구,북구,차량단독,기타,기타,35,1,16,14,7
대구,수성구,차대사람,횡단중,횡단중,165,1,84,83,10
대구,수성구,차대사람,차도통행중,차도통행중,29,0,10,20,0
대구,수성구,차대사람,길가장자리구역통행중,길가장자리구역통행중,28,0,4,21,4
대구,수성구,차대사람,보도통행중,보도통행중,32,0,10,21,2
대구,수성구,차대사람,기타,기타,151,2,40,102,10
대구,수성구,차대차,정면충돌,정면충돌,49,2,30,64,4
대구,수성구,차대차,측면충돌,측면충돌,1157,0,282,1407,151
대구,수성구,차대차,후진중충돌,후진중충돌,26,0,3,27,2
대구,수성구,차대차,추돌,추돌,458,2,117,640,53
대구,수성구,차대차,기타,기타,285,0,64,283,42
대구,수성구,차량단독,전도,전도,8,0,3,2,5
대구,수성구,차량단독,공작물충돌,공작물충돌,20,2,7,12,7
대구,수성구,차량단독,기타,기타,28,0,6,22,9
대구,달서구,차대사람,횡단중,횡단중,259,7,128,122,15
대구,달서구,차대사람,차도통행중,차도통행중,62,1,24,34,6
대구,달서구,차대사람,길가장자리구역통행중,길가장자리구역통행중,34,0,6,19,9
대구,달서구,차대사람,보도통행중,보도통행중,44,0,20,24,2
대구,달서구,차대사람,기타,기타,300,1,82,191,34
대구,달서구,차대차,정면충돌,정면충돌,84,0,30,91,6
대구,달서구,차대차,측면충돌,측면충돌,1697,5,392,2036,247
대구,달서구,차대차,후진중충돌,후진중충돌,42,0,2,53,3
대구,달서구,차대차,추돌,추돌,476,0,97,703,34
대구,달서구,차대차,기타,기타,614,1,133,678,81
대구,달서구,차량단독,전도,전도,4,0,2,2,2
대구,달서구,차량단독,공작물충돌,공작물충돌,19,2,6,10,4
대구,달서구,차량단독,기타,기타,44,0,13,29,11
대구,달성군,차대사람,횡단중,횡단중,49,3,29,25,1
대구,달성군,차대사람,차도통행중,차도통행중,4,0,3,1,0
대구,달성군,차대사람,보도통행중,보도통행중,9,1,3,3,2
대구,달성군,차대사람,기타,기타,74,1,31,37,9
대구,달성군,차대차,정면충돌,정면충돌,37,1,13,35,3
대구,달성군,차대차,측면충돌,측면충돌,214,4,71,229,22
대구,달성군,차대차,후진중충돌,후진중충돌,7,0,2,10,0
대구,달성군,차대차,추돌,추돌,158,5,57,212,12
대구,달성군,차대차,기타,기타,386,4,133,411,50
대구,달성군,차량단독,전도,전도,5,2,0,1,3
대구,달성군,차량단독,공작물충돌,공작물충돌,12,1,7,4,3
대구,달성군,차량단독,기타,기타,11,0,6,4,2
인천,중구,차대사람,횡단중,횡단중,56,2,30,24,3
인천,중구,차대사람,차도통행중,차도통행중,13,0,5,9,1
인천,중구,차대사람,길가장자리구역통행중,길가장자리구역통행중,7,0,2,4,1
인천,중구,차대사람,보도통행중,보도통행중,7,0,2,7,0
인천,중구,차대사람,기타,기타,25,0,4,20,2
인천,중구,차대차,정면충돌,정면충돌,35,1,18,40,3
인천,중구,차대차,측면충돌,측면충돌,326,0,81,452,29
인천,중구,차대차,후진중충돌,후진중충돌,10,0,1,11,1
인천,중구,차대차,추돌,추돌,127,1,63,209,9
인천,중구,차대차,기타,기타,7,0,6,6,0
인천,중구,차량단독,전도,전도,1,0,0,1,0
인천,중구,차량단독,공작물충돌,공작물충돌,13,2,7,7,0
인천,중구,차량단독,도로이탈,도로이탈 기타,1,0,1,0,0
인천,중구,차량단독,기타,기타,3,0,0,3,0
인천,동구,차대사람,횡단중,횡단중,20,0,10,10,1
인천,동구,차대사람,차도통행중,차도통행중,7,0,3,3,1
인천,동구,차대사람,길가장자리구역통행중,길가장자리구역통행중,2,0,0,2,0
인천,동구,차대사람,보도통행중,보도통행중,1,0,1,0,0
인천,동구,차대사람,기타,기타,8,0,5,2,1
인천,동구,차대차,정면충돌,정면충돌,9,1,3,10,1
인천,동구,차대차,측면충돌,측면충돌,66,2,14,81,2
인천,동구,차대차,후진중충돌,후진중충돌,7,0,0,9,0
인천,동구,차대차,추돌,추돌,32,0,7,46,0
인천,동구,차대차,기타,기타,1,0,1,1,0
인천,동구,차량단독,공작물충돌,공작물충돌,1,0,0,1,0
인천,미추홀구,차대사람,횡단중,횡단중,132,4,71,60,5
인천,미추홀구,차대사람,차도통행중,차도통행중,22,1,9,12,1
인천,미추홀구,차대사람,길가장자리구역통행중,길가장자리구역통행중,39,0,3,19,17
인천,미추홀구,차대사람,보도통행중,보도통행중,11,0,2,8,1
인천,미추홀구,차대사람,기타,기타,154,1,37,69,49
인천,미추홀구,차대차,정면충돌,정면충돌,35,1,21,38,3
인천,미추홀구,차대차,측면충돌,측면충돌,430,2,91,502,41
인천,미추홀구,차대차,후진중충돌,후진중충돌,49,0,4,56,0
인천,미추홀구,차대차,추돌,추돌,195,4,36,270,16
인천,미추홀구,차대차,기타,기타,134,3,31,115,25
인천,미추홀구,차량단독,전복,전복,1,0,0,1,0
인천,미추홀구,차량단독,공작물충돌,공작물충돌,3,0,1,2,0
인천,미추홀구,차량단독,기타,기타,24,1,7,15,3
인천,부평구,차대사람,횡단중,횡단중,126,5,59,60,8
인천,부평구,차대사람,차도통행중,차도통행중,46,1,15,29,3
인천,부평구,차대사람,길가장자리구역통행중,길가장자리구역통행중,35,0,11,21,3
